mean	sigma
0.5194271746106309	0.1541240433864127
0.5127613119217918	0.09846153642040288
0.7034215268843145	0.1267278274493251
0.38177453235327447	0.10355312979223409
0.5635001955632711	0.11198758715562543
0.633733362797286	0.10033255163675817
0.810984809083683	0.12930957499290668
0.5116559520185202	0.10050042171658405
0.47157123080147545	0.18147033671059254
0.4410005229932923	0.1159662803091131
0.34886406951032634	0.09543553150197483
0.9440193305042229	0.19384060950313844
1.310874968412247	0.09385823746770273
0.5733952141133689	0.16641346306649105
0.7307140076949589	0.030065623606024373
0.9864265128749997	0.13745057956765133
0.3265140478845859	0.1440579842526266
0.42032510206798296	0.09314111350969778
0.4578386148266139	0.15412004709081598
0.39515895802970546	0.07220926813825015
0.25165639465768086	0.17603621645704662
0.1924822311071789	0.08483285359799278
0.7555369711082316	0.18637894350275838
0.3273698612990725	0.06596896391312355
0.47134237130107826	0.11750353375055604
0.5700102192845523	0.18624412274087698
0.8299713604383391	0.1717187879978335
0.5363014489656218	0.1234520652494268
0.42690011001272343	0.19390375392226458
0.4926768420384339	0.10948429113859376
0.5652869576778102	0.09912886431165643
0.30036281237563184	0.07480138040161532
0.7873130084084508	0.061946029539319075
0.2646115858787788	0.1142128356555738
0.515261772819232	0.08820245587482999
0.5697033622416127	0.1349910002476837
0.37741260716328223	0.10098975157222968
0.4318221447541435	0.08668732660641133
0.44143875197416166	0.09965875903347018
0.6705517792547924	0.12511560392233037
0.2907209278175176	0.0872544174198621
1.0226164293061353	0.15575889725220504
0.5353018952917664	0.18089114063101197
0.3275072881687875	0.14023752247538226
0.5775253594155012	0.16031101061686093
0.3956946864797748	0.10544406427270087
0.28382889096140157	0.11435694294133059
0.36666995300939986	0.08405060006679305
0.44658197254157056	0.0877275437168989
1.1257863881190031	0.16095451867268742
0.3910632357410737	0.057522799564968134
0.7451091793674764	0.17719819234465667
0.4644394510068993	0.08778913947767267
0.45142787483588115	0.05813564938460924
0.39549231426153586	0.08569728500119364
0.304958933233299	0.10510851280848098
0.41859959167750577	0.2034937128005722
0.4292126016801166	0.13097750047383
0.4442866332712479	0.13706041813441025
0.2768212983473064	0.10079109195956647
0.26924979086890527	0.11640588823438046
0.8351055633258743	0.061091328612356964
0.3082351992058384	0.09641528224828709
0.1737542178597901	0.04409123243835875
0.42799352981058897	0.10755694482694982
0.5824190512298572	0.11433620622951048
0.6667245943886012	0.06527138677242952
0.4969042325828387	0.13676652307681073
0.4100755234310153	0.0886392757462618
0.508170991650153	0.03330823525732969
0.5098810093364382	0.09708517632996164
