"","id","experiment_id","channel_id","time","od_led","od_value","od_raw","od_repeats","intensity","flash","background","temperature","batchtime_h","od_corr","dilution"
"1",1,1,1,"2024-03-04 18:45:00",680,0.272965222597122,0.272965222597122,2,0,1610,4,22.9036521911621,0,0.24951918680953,NA
"2",2,1,2,"2024-03-04 18:45:00",680,0.290238618850708,0.290238618850708,2,0,1532,4,22.9036521911621,0,0.265644091324034,NA
"3",3,1,3,"2024-03-04 18:45:00",680,0.278869479894638,0.278869479894638,2,0,1582,4,22.9036521911621,0,0.255017404897424,NA
"4",4,1,4,"2024-03-04 18:45:00",680,0.310433208942413,0.310433208942413,2,0,1466,4,22.9036521911621,0,0.284653291221166,NA
"5",5,1,5,"2024-03-04 18:45:00",680,0.333969533443451,0.333969533443451,2,0,1400,4,22.9054679870605,0,0.30703560431008,NA
"6",6,1,6,"2024-03-04 18:45:00",680,0.308184444904327,0.308184444904327,2,0,1479,4,22.9054679870605,0,0.282527819950627,NA
"7",7,1,7,"2024-03-04 18:45:00",680,0.330353021621704,0.330353021621704,2,0,1407,4,22.9054679870605,0,0.303579904580671,NA
"8",8,1,8,"2024-03-04 18:45:00",680,0.30952000617981,0.30952000617981,2,0,1474,5,22.9054679870605,0,0.283789888431903,NA
"9",9,1,1,"2024-03-04 18:45:00",720,0.198825061321259,0.198825061321259,2,0,1902,4,22.9036521911621,0,0.207285403077748,0
"10",10,1,2,"2024-03-04 18:45:00",720,0.206430047750473,0.206430047750473,2,0,1879,4,22.9036521911621,0,0.21555634374165,0
"11",11,1,3,"2024-03-04 18:45:00",720,0.224913850426674,0.224913850426674,2,0,1783,4,22.9036521911621,0,0.23587968799744,0
"12",12,1,4,"2024-03-04 18:45:00",720,0.23189802467823,0.23189802467823,2,0,1764,4,22.9036521911621,0,0.243644067163457,0
"13",13,1,5,"2024-03-04 18:45:00",720,0.198336988687515,0.198336988687515,2,0,1894,4,22.9054679870605,0,0.20675633335856,0
"14",14,1,6,"2024-03-04 18:45:00",720,0.184532910585403,0.184532910585403,2,0,1974,4,22.9054679870605,0,0.191876846408432,0
"15",15,1,7,"2024-03-04 18:45:00",720,0.188333958387375,0.188333958387375,2,0,1951,4,22.9054679870605,0,0.195958084340926,0
"16",16,1,8,"2024-03-04 18:45:00",720,0.167015582323074,0.167015582323074,2,0,2052,5,22.9054679870605,0,0.17321612786206,NA
"17",17,1,1,"2024-03-04 19:00:00",680,0.27813383936882,0.27813383936882,2,0,1591,4,22.9254570007324,0.25,0.254331602789142,NA
"18",18,1,2,"2024-03-04 19:00:00",680,0.295672744512558,0.295672744512558,2,0,1513,4,22.9254570007324,0.25,0.270742154855675,NA
"19",19,1,3,"2024-03-04 19:00:00",680,0.281076788902283,0.281076788902283,2,0,1574,4,22.9254570007324,0.25,0.25707646995127,NA
"20",20,1,4,"2024-03-04 19:00:00",680,0.316716641187668,0.316716641187668,2,0,1445,4,22.9254570007324,0.25,0.290604086935918,NA
"21",21,1,5,"2024-03-04 19:00:00",680,0.333658546209335,0.333658546209335,2,0,1401,4,22.9254570007324,0.25,0.306738205261413,NA
"22",22,1,6,"2024-03-04 19:00:00",680,0.309954643249512,0.309954643249512,2,0,1472,3,22.9254570007324,0.25,0.284200777501287,NA
"23",23,1,7,"2024-03-04 19:00:00",680,0.333459556102753,0.333459556102753,2,0,1397,4,22.9254570007324,0.25,0.306547933542035,NA
"24",24,1,8,"2024-03-04 19:00:00",680,0.315173804759979,0.315173804759979,2,0,1454,4,22.9254570007324,0.25,0.289141297109804,NA
"25",25,1,1,"2024-03-04 19:00:00",720,0.204815402626991,0.204815402626991,2,0,1876,4,22.9254570007324,0.25,0.213795999122413,1
"26",26,1,2,"2024-03-04 19:00:00",720,0.212024912238121,0.212024912238121,2,0,1855,4,22.9254570007324,0.25,0.221674377852265,1
"27",27,1,3,"2024-03-04 19:00:00",720,0.228345096111298,0.228345096111298,2,0,1769,4,22.9254570007324,0.25,0.239688245624264,1
"28",28,1,4,"2024-03-04 19:00:00",720,0.234372645616531,0.234372645616531,2,0,1754,4,22.9254570007324,0.25,0.246406719347124,0
"29",29,1,5,"2024-03-04 19:00:00",720,0.195588320493698,0.195588320493698,2,0,1906,4,22.9254570007324,0.25,0.203780643165407,0
"30",30,1,6,"2024-03-04 19:00:00",720,0.185415610671043,0.185415610671043,2,0,1970,4,22.9254570007324,0.25,0.192823558103013,0
"31",31,1,7,"2024-03-04 19:00:00",720,0.191917642951012,0.191917642951012,2,0,1935,4,22.9254570007324,0.25,0.199816905338059,0
"32",32,1,8,"2024-03-04 19:00:00",720,0.171922907233238,0.171922907233238,2,0,2028,4,22.9254570007324,0.25,0.178420040268425,NA
"33",33,1,1,"2024-03-04 19:15:00",680,0.229267805814743,0.229267805814743,2,0,1781,5,23.0017967224121,0.5,0.209227836426802,NA
"34",34,1,2,"2024-03-04 19:15:00",680,0.297114104032516,0.297114104032516,2,0,1508,4,23.0017967224121,0.5,0.272096458885932,NA
"35",35,1,3,"2024-03-04 19:15:00",680,0.226556450128555,0.226556450128555,2,0,1784,4,23.0017967224121,0.5,0.206749230669114,NA
"36",36,1,4,"2024-03-04 19:15:00",680,0.267477035522461,0.267477035522461,2,0,1618,4,23.0017967224121,0.5,0.244420627073093,NA
"37",37,1,5,"2024-03-04 19:15:00",680,0.337718844413757,0.337718844413757,2,0,1388,4,23.0017967224121,0.5,0.310624672195731,NA
"38",38,1,6,"2024-03-04 19:15:00",680,0.312029093503952,0.312029093503952,2,0,1466,4,23.0017967224121,0.5,0.286163030319009,NA
"39",39,1,7,"2024-03-04 19:15:00",680,0.337846428155899,0.337846428155899,2,0,1383,4,23.0017967224121,0.5,0.31074691974209,NA
"40",40,1,8,"2024-03-04 19:15:00",680,0.320598781108856,0.320598781108856,2,0,1437,5,23.0017967224121,0.5,0.294289545031571,NA
"41",41,1,1,"2024-03-04 19:15:00",720,0.177178353071213,0.177178353071213,2,0,2000,5,23.0017967224121,0.5,0.184013280150284,1
"42",42,1,2,"2024-03-04 19:15:00",720,0.215558648109436,0.215558648109436,2,0,1840,4,23.0017967224121,0.5,0.225553411913413,0
"43",43,1,3,"2024-03-04 19:15:00",720,0.190884709358215,0.190884709358215,2,0,1928,4,23.0017967224121,0.5,0.198703564574049,1
"44",44,1,4,"2024-03-04 19:15:00",720,0.205104842782021,0.205104842782021,2,0,1876,4,23.0017967224121,0.5,0.214111384853053,0
"45",45,1,5,"2024-03-04 19:15:00",720,0.198566868901253,0.198566868901253,2,0,1893,4,23.0017967224121,0.5,0.207005497158442,0
"46",46,1,6,"2024-03-04 19:15:00",720,0.186300113797188,0.186300113797188,2,0,1966,4,23.0017967224121,0.5,0.193772841853634,0
"47",47,1,7,"2024-03-04 19:15:00",720,0.196212038397789,0.196212038397789,2,0,1916,4,23.0017967224121,0.5,0.204455303332452,0
"48",48,1,8,"2024-03-04 19:15:00",720,0.174505457282066,0.174505457282066,2,0,2017,5,23.0017967224121,0.5,0.181165935996413,NA
"49",49,1,1,"2024-03-04 19:30:00",680,0.230002030730247,0.230002030730247,2,0,1778,5,23.0890312194824,0.75,0.209899430493204,NA
"50",50,1,2,"2024-03-04 19:30:00",680,0.298850178718567,0.298850178718567,2,0,1502,4,23.0890312194824,0.75,0.273728847454454,NA
"51",51,1,3,"2024-03-04 19:30:00",680,0.228757917881012,0.228757917881012,2,0,1775,4,23.0908489227295,0.75,0.208761542952136,NA
"52",52,1,4,"2024-03-04 19:30:00",680,0.213404387235641,0.213404387235641,2,0,1832,4,23.0908489227295,0.75,0.194757725359525,NA
"53",53,1,5,"2024-03-04 19:30:00",680,0.339605748653412,0.339605748653412,2,0,1382,4,23.0908489227295,0.75,0.312433442950222,NA
"54",54,1,6,"2024-03-04 19:30:00",680,0.312921166419983,0.312921166419983,2,0,1463,4,23.0908489227295,0.75,0.287007440562985,NA
"55",55,1,7,"2024-03-04 19:30:00",680,0.33910796046257,0.33910796046257,2,0,1379,4,23.0926685333252,0.75,0.311956103356811,NA
"56",56,1,8,"2024-03-04 19:30:00",680,0.316974610090256,0.316974610090256,2,0,1449,5,23.0926685333252,0.75,0.290848775792014,NA
"57",57,1,1,"2024-03-04 19:30:00",720,0.177831947803497,0.177831947803497,2,0,1997,5,23.0890312194824,0.75,0.18471037624522,1
"58",58,1,2,"2024-03-04 19:30:00",720,0.21532216668129,0.21532216668129,2,0,1841,4,23.0890312194824,0.75,0.225293459171026,0
"59",59,1,3,"2024-03-04 19:30:00",720,0.192241176962852,0.192241176962852,2,0,1922,4,23.0908489227295,0.75,0.200165809461909,0
"60",60,1,4,"2024-03-04 19:30:00",720,0.16714234650135,0.16714234650135,2,0,2048,5,23.0908489227295,0.75,0.173350329502132,0
"61",61,1,5,"2024-03-04 19:30:00",720,0.199026897549629,0.199026897549629,2,0,1891,4,23.0908489227295,0.75,0.207504253873626,0
