"","id","experiment_id","channel_id","time","od_led","od_value","od_raw","od_repeats","intensity","flash","background","temperature","batchtime_h","od_corr","dilution"
"1",1,1,1,"2024-03-04 18:30:00",680,0.299734681844711,0.299734681844711,2,0,1518,7,23.9742412567139,0,0.274561017645927,NA
"2",2,1,2,"2024-03-04 18:30:00",680,0.295697629451752,0.295697629451752,2,0,1522,6,23.9742412567139,0,0.270765529340361,NA
"3",3,1,3,"2024-03-04 18:30:00",680,0.293581515550613,0.293581515550613,2,0,1535,6,23.9760589599609,0,0.268778790120859,NA
"4",4,1,4,"2024-03-04 18:30:00",680,0.256257325410843,0.256257325410843,2,0,1670,6,23.9760589599609,0,0.234032949608196,NA
"5",5,1,5,"2024-03-04 18:30:00",680,0.337380021810532,0.337380021810532,2,0,1391,5,23.9760589599609,0,0.310300058232122,NA
"6",6,1,6,"2024-03-04 18:30:00",680,0.327286124229431,0.327286124229431,2,0,1409,5,23.9760589599609,0,0.300654144634571,NA
"7",7,1,7,"2024-03-04 18:30:00",680,0.338125556707382,0.338125556707382,2,0,1391,6,23.9760589599609,0,0.31101440059014,NA
"8",8,1,8,"2024-03-04 18:30:00",680,0.292151927947998,0.292151927947998,2,0,1539,7,23.9760589599609,0,0.267437667775906,NA
"9",9,1,1,"2024-03-04 18:30:00",720,0.2017632573843,0.2017632573843,2,0,1901,7,23.9742412567139,0,0.210474811436568,0
"10",10,1,2,"2024-03-04 18:30:00",720,0.17914505302906,0.17914505302906,2,0,1990,6,23.9760589599609,0,0.186111889766577,0
"11",11,1,3,"2024-03-04 18:30:00",720,0.204525768756866,0.204525768756866,2,0,1878,6,23.9760589599609,0,0.213480477495316,0
"12",12,1,4,"2024-03-04 18:30:00",720,0.187252879142761,0.187252879142761,2,0,1965,6,23.9760589599609,0,0.194796105557863,0
"13",13,1,5,"2024-03-04 18:30:00",720,0.276157915592194,0.276157915592194,2,0,1586,5,23.9760589599609,0,0.294024351881972,0
"14",14,1,6,"2024-03-04 18:30:00",720,0.228679016232491,0.228679016232491,2,0,1784,5,23.9760589599609,0,0.240059500578404,0
"15",15,1,7,"2024-03-04 18:30:00",720,0.222334787249565,0.222334787249565,2,0,1792,6,23.9760589599609,0,0.233024556135259,0
"16",16,1,8,"2024-03-04 18:30:00",720,0.228567898273468,0.228567898273468,2,0,1790,7,23.9760589599609,0,0.239935946599747,NA
"17",17,1,1,"2024-03-04 18:45:00",680,0.299160182476044,0.299160182476044,2,0,1519,6,24.043306350708,0.25,0.274020471381281,NA
"18",18,1,2,"2024-03-04 18:45:00",680,0.300595164299011,0.300595164299011,2,0,1504,5,24.0451259613037,0.25,0.275370909229975,NA
"19",19,1,3,"2024-03-04 18:45:00",680,0.296431183815002,0.296431183815002,2,0,1525,6,24.0469436645508,0.25,0.271454676257508,NA
"20",20,1,4,"2024-03-04 18:45:00",680,0.259400606155396,0.259400606155396,2,0,1657,5,24.0469436645508,0.25,0.236938412851496,NA
"21",21,1,5,"2024-03-04 18:45:00",680,0.346883535385132,0.346883535385132,2,0,1361,5,24.0469436645508,0.25,0.319425779684282,NA
"22",22,1,6,"2024-03-04 18:45:00",680,0.327595561742783,0.327595561742783,2,0,1408,5,24.0487613677979,0.25,0.30094914465401,NA
"23",23,1,7,"2024-03-04 18:45:00",680,0.336248189210892,0.336248189210892,2,0,1396,5,24.0505809783936,0.25,0.309216082527681,NA
"24",24,1,8,"2024-03-04 18:45:00",680,0.29300320148468,0.29300320148468,2,0,1534,5,24.0523986816406,0.25,0.26823616011403,NA
"25",25,1,1,"2024-03-04 18:45:00",720,0.199248239398003,0.199248239398003,2,0,1911,6,24.043306350708,0.25,0.207744295508923,0
"26",26,1,2,"2024-03-04 18:45:00",720,0.180460438132286,0.180460438132286,2,0,1984,6,24.0451259613037,0.25,0.187517200004518,1
"27",27,1,3,"2024-03-04 18:45:00",720,0.204990029335022,0.204990029335022,2,0,1876,6,24.0469436645508,0.25,0.213986270471557,0
"28",28,1,4,"2024-03-04 18:45:00",720,0.189252689480782,0.189252689480782,2,0,1955,5,24.0469436645508,0.25,0.196946327720096,1
"29",29,1,5,"2024-03-04 18:45:00",720,0.278085052967072,0.278085052967072,2,0,1578,4,24.0487613677979,0.25,0.296266708955715,1
"30",30,1,6,"2024-03-04 18:45:00",720,0.231372684240341,0.231372684240341,2,0,1773,5,24.0505809783936,0.25,0.243058366484367,1
"31",31,1,7,"2024-03-04 18:45:00",720,0.22282138466835,0.22282138466835,2,0,1788,4,24.0505809783936,0.25,0.233562748470382,1
"32",32,1,8,"2024-03-04 18:45:00",720,0.231991410255432,0.231991410255432,2,0,1774,5,24.0523986816406,0.25,0.243748211246799,NA
"33",33,1,1,"2024-03-04 19:00:00",680,0.299734681844711,0.299734681844711,2,0,1515,4,24.1250915527344,0.5,0.274561017645927,NA
"34",34,1,2,"2024-03-04 19:00:00",680,0.301465213298798,0.301465213298798,2,0,1499,3,24.1250915527344,0.5,0.276190127485722,NA
"35",35,1,3,"2024-03-04 19:00:00",680,0.29757633805275,0.29757633805275,2,0,1516,1,24.1250915527344,0.5,0.272530961136682,NA
"36",36,1,4,"2024-03-04 19:00:00",680,0.258875161409378,0.258875161409378,2,0,1655,1,24.1250915527344,0.5,0.236452470279055,NA
"37",37,1,5,"2024-03-04 19:00:00",680,0.354313105344772,0.354313105344772,2,0,1337,4,24.1250915527344,0.5,0.32659034162638,NA
