"","id","experiment_id","channel_id","time","od_led","od_value","od_raw","od_repeats","intensity","flash","background","temperature","batchtime_h","od_corr","dilution"
"1",1,1,1,"2024-08-05 14:15:00",680,0.291434317827225,0.291434317827225,2,0,1536,3,30.0683097839355,0,0.266764786324931,NA
"2",2,1,2,"2024-08-05 14:15:00",680,0.317420393228531,0.317420393228531,2,0,1445,2,30.0683097839355,0,0.29127168078345,NA
"3",3,1,3,"2024-08-05 14:15:00",680,0.284164875745773,0.284164875745773,2,0,1551,2,30.0683097839355,0,0.259960449270994,NA
"4",4,1,4,"2024-08-05 14:15:00",680,0.318097949028015,0.318097949028015,2,0,1449,2,30.0683097839355,0,0.291914634672114,NA
"5",5,1,5,"2024-08-05 14:15:00",680,0.354883402585983,0.354883402585983,2,0,1320,2,30.0683097839355,0,0.327141411291705,NA
"6",6,1,6,"2024-08-05 14:15:00",680,0.351747572422028,0.351747572422028,2,0,1334,2,30.0683097839355,0,0.324113278007196,NA
"7",7,1,7,"2024-08-05 14:15:00",680,0.566850304603577,0.566850304603577,2,0,811,2,30.0683097839355,0,0.54453267287134,NA
"8",8,1,8,"2024-08-05 14:15:00",680,0.329339146614075,0.329339146614075,2,0,1406,3,30.0683097839355,0,0.302612205713561,NA
"9",9,1,1,"2024-08-05 14:15:00",720,0.20125637948513,0.20125637948513,2,0,1886,3,30.0683097839355,0,0.209924053826976,0
"10",10,1,2,"2024-08-05 14:15:00",720,0.210255429148674,0.210255429148674,2,0,1847,2,30.0683097839355,0,0.219736336215028,0
"11",11,1,3,"2024-08-05 14:15:00",720,0.214432910084724,0.214432910084724,2,0,1833,2,30.0683097839355,0,0.224316410137113,0
"12",12,1,4,"2024-08-05 14:15:00",720,0.226534366607666,0.226534366607666,2,0,1772,2,30.0683097839355,0,0.237676968384726,0
"13",13,1,5,"2024-08-05 14:15:00",720,0.20125637948513,0.20125637948513,2,0,1885,2,30.0683097839355,0,0.209924053826976,0
"14",14,1,6,"2024-08-05 14:15:00",720,0.208879485726357,0.208879485726357,2,0,1851,2,30.0683097839355,0,0.2182313086186,0
"15",15,1,7,"2024-08-05 14:15:00",720,0.410401612520218,0.410401612520218,2,0,1170,2,30.0683097839355,0,0.461574937128763,0
"16",16,1,8,"2024-08-05 14:15:00",720,0.170884877443314,0.170884877443314,2,0,2017,3,30.0683097839355,0,0.177317778164777,NA
"17",17,1,1,"2024-08-05 14:30:00",680,0.292001247406006,0.292001247406006,2,0,1534,3,29.9592704772949,0.25,0.267296361350325,NA
"18",18,1,2,"2024-08-05 14:30:00",680,0.32287186384201,0.32287186384201,2,0,1428,3,29.9592704772949,0.25,0.29645063267815,NA
"19",19,1,3,"2024-08-05 14:30:00",680,0.286131858825684,0.286131858825684,2,0,1544,2,29.9592704772949,0.25,0.261799441811437,NA
"20",20,1,4,"2024-08-05 14:30:00",680,0.315703511238098,0.315703511238098,2,0,1457,2,29.9592704772949,0.25,0.289643400847377,NA
