"","id","experiment_id","channel_id","time","od_led","od_value","od_raw","od_repeats","intensity","flash","background","temperature","batchtime_h","od_corr","dilution"
"1",1,1,1,"2024-08-05 14:15:00",680,0.338779270648956,0.338779270648956,2,0,1393,11,30.1181545257568,0,0.311640980230291,NA
"2",2,1,2,"2024-08-05 14:15:00",680,0.342567801475525,0.342567801475525,2,0,1370,10,30.1203365325928,0,0.315276257059417,NA
"3",3,1,3,"2024-08-05 14:15:00",680,0.336323589086533,0.336323589086533,2,0,1393,11,30.1203365325928,0,0.309288275504412,NA
"4",4,1,4,"2024-08-05 14:15:00",680,0.355050086975098,0.355050086975098,2,0,1335,10,30.1203365325928,0,0.327302506103315,NA
"5",5,1,5,"2024-08-05 14:15:00",680,0.337949067354202,0.337949067354202,2,0,1385,10,30.1203365325928,0,0.310845271641516,NA
"6",6,1,6,"2024-08-05 14:15:00",680,0.335526704788208,0.335526704788208,2,0,1396,11,30.1203365325928,0,0.308525419633597,NA
"7",7,1,7,"2024-08-05 14:15:00",680,0.351568520069122,0.351568520069122,2,0,1348,11,30.1225185394287,0,0.323940520248662,NA
"8",8,1,8,"2024-08-05 14:15:00",680,0.336704432964325,0.336704432964325,2,0,1402,12,30.1246967315674,0,0.309652962343242,NA
"9",9,1,1,"2024-08-05 14:15:00",720,0.165246784687042,0.165246784687042,2,0,2053,12,30.1181545257568,0,0.171344771968517,0
"10",10,1,2,"2024-08-05 14:15:00",720,0.17973530292511,0.17973530292511,2,0,1989,11,30.1203365325928,0,0.186742322180935,0
"11",11,1,3,"2024-08-05 14:15:00",720,0.169073656201363,0.169073656201363,2,0,2049,11,30.1203365325928,0,0.175396411340267,0
"12",12,1,4,"2024-08-05 14:15:00",720,0.208896443247795,0.208896443247795,2,0,1875,10,30.1203365325928,0,0.218249846479359,0
"13",13,1,5,"2024-08-05 14:15:00",720,0.191723838448524,0.191723838448524,2,0,1929,10,30.1203365325928,0,0.199607945884774,0
"14",14,1,6,"2024-08-05 14:15:00",720,0.197323709726334,0.197323709726334,2,0,1928,12,30.1225185394287,0,0.205658602963546,0
"15",15,1,7,"2024-08-05 14:15:00",720,0.204556360840797,0.204556360840797,2,0,1875,10,30.1246967315674,0,0.213513800379917,0
"16",16,1,8,"2024-08-05 14:15:00",720,0.188450068235397,0.188450068235397,2,0,1951,11,30.1290588378906,0,0.196082940486949,NA
"17",17,1,1,"2024-08-05 14:30:00",680,0.338779270648956,0.338779270648956,2,0,1393,11,30.1574153900146,0.25,0.311640980230291,NA
"18",18,1,2,"2024-08-05 14:30:00",680,0.347707450389862,0.347707450389862,2,0,1355,11,30.1574153900146,0.25,0.320218983525254,NA
